Periode,ID_Cabang,Wilayah,Nama_Cabang,No_Rekening,Nama_Nasabah,Sisa_Outstanding,Kolektibilitas
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,2553986895,Devi Gunarto,316348433,5
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,3990951306,"drg. Gina Puspita, S.Farm",146675773,1
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9343583750,Cut Mutia Saputra,316633259,4
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,1768305322,"Maryadi Sihombing, S.Kom",442309171,2
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,2123720632,Rini Mahendra,486914898,3
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9212695323,dr. Clara Nasyiah,350150801,5
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,6417272603,Jaka Wibowo,296412934,4
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,3138762016,Maida Pangestu,166747785,2
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,3720655303,"Emas Tampubolon, M.Farm",452801967,4
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,8036473433,"Drs. Warta Sudiati, S.IP",423737878,5
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9785065949,Karimah Mahendra,177006213,1
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9276503449,Ajimin Mustofa,283962052,5
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,3428571874,"Puput Adriansyah, S.Sos",474004082,1
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9905367749,Prasetya Waskita,256333087,4
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,1118329208,"drg. Raharja Riyanti, S.E.I",344467158,1
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,5321696016,"Ulya Waskita, M.Ak",212391349,1
2024-03-31,CBG007,Yogyakarta,Cabang Malioboro,9965260714,"R.A. Eka Maulana, S.Ked",499662133,4
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,5323923114,R. Balangga Nuraini,409496994,5
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,5766142497,Jessica Laksmiwati,157669045,2
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,628362193,Tgk. Lanang Anggraini,158144825,4
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,3636107714,Yosef Usamah,254745002,3
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,2040763121,Patricia Nugroho,199172469,4
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,9937618469,Jaka Laksita,492767308,1
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,4464012974,"Lamar Usamah, S.E.I",100936754,1
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,7209734563,Ilyas Irawan,141077801,5
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,8556362692,KH. Bagus Usada,367499452,2
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,8789902208,Nadia Irawan,203819804,4
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,1871129627,"KH. Mursinin Nurdiyanti, S.E.",276824413,1
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,3498866840,Rahmi Wibowo,243737301,3
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,2465922755,Kania Rahayu,352477931,4
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,6326341272,Jayadi Permadi,289202916,3
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,350832652,Mursinin Haryanti,226488386,5
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,4811241418,Ami Lestari,482841745,2
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,6878349284,Tiara Nasyiah,488792569,2
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,6959183668,Gaman Sihombing,252440461,5
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,9732600974,Kania Yulianti,175834959,2
2024-03-31,CBG008,Denpasar,Cabang Teuku Umar,4617045620,Tira Kusmawati,174141341,2
2024-03-31,CBG009,Palembang,Cabang Sudirman,1924508095,"Shakila Wasita, M.TI.",477385162,1
2024-03-31,CBG009,Palembang,Cabang Sudirman,2144694803,Daliono Yuniar,470792804,5
2024-03-31,CBG009,Palembang,Cabang Sudirman,5038658608,Safina Mandasari,211575996,3
2024-03-31,CBG009,Palembang,Cabang Sudirman,314284844,"Hj. Dina Nainggolan, M.TI.",114350570,4
2024-03-31,CBG009,Palembang,Cabang Sudirman,6688895772,Eva Habibi,488188151,3
2024-03-31,CBG009,Palembang,Cabang Sudirman,3357211023,Drs. Adika Haryanti,476192059,4
2024-03-31,CBG009,Palembang,Cabang Sudirman,8212008985,Uli Waluyo,310604516,2
2024-03-31,CBG009,Palembang,Cabang Sudirman,3972214367,Tgk. Dimaz Kuswoyo,393869886,5
2024-03-31,CBG009,Palembang,Cabang Sudirman,8192995067,Tgk. Nasab Namaga,308376727,5
2024-03-31,CBG009,Palembang,Cabang Sudirman,2701294426,Dina Hutagalung,303150806,3
2024-03-31,CBG009,Palembang,Cabang Sudirman,8059369866,Ir. Shania Sitorus,491430042,2
2024-03-31,CBG009,Palembang,Cabang Sudirman,6307729500,"dr. Caturangga Hidayanto, S.Gz",224871171,3
2024-03-31,CBG009,Palembang,Cabang Sudirman,2722259940,"Mursinin Purwanti, S.Kom",175911145,1
2024-03-31,CBG009,Palembang,Cabang Sudirman,4111483807,Cengkir Kurniawan,171779997,2
2024-03-31,CBG009,Palembang,Cabang Sudirman,3433288389,Luwes Januar,498365844,4
2024-03-31,CBG009,Palembang,Cabang Sudirman,5685217343,"Raharja Zulaika, S.T.",332716474,1
2024-03-31,CBG009,Palembang,Cabang Sudirman,8733591677,Gara Hidayat,282998589,1
2024-03-31,CBG009,Palembang,Cabang Sudirman,3411373254,Rahmi Dabukke,436266524,4
2024-03-31,CBG009,Palembang,Cabang Sudirman,8424074572,"Vanesa Yulianti, S.Pd",189719122,4
2024-03-31,CBG009,Palembang,Cabang Sudirman,9611061397,"Sarah Januar, M.TI.",280433833,2
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,9593012976,"Tgk. Keisha Habibi, S.T.",461150167,1
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,8821401779,"Raihan Situmorang, M.Kom.",351114213,2
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,6157710649,"Paiman Winarno, S.Sos",136172044,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,1384555385,Ir. Gading Firgantoro,403533523,4
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,4340698781,Arta Wibisono,446065122,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,4968900270,"Ajiman Prakasa, S.H.",275057766,1
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,9612467096,Murti Firgantoro,298571099,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,7698992927,Candra Zulaika,284392185,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,6196397469,Aurora Safitri,280635561,4
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,8263520563,Dodo Dongoran,114842685,4
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,1544724533,"Asman Fujiati, M.TI.",400052224,5
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,8736372597,Jefri Pradana,224642936,5
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,6047857982,Tgk. Shania Hastuti,128773245,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,5366714353,Rina Wibowo,323016598,4
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,3612471399,Queen Zulaika,185564097,1
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,7400893393,Tina Winarsih,377116659,2
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,9646633583,Pardi Yuniar,158420642,5
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,1466762596,drg. Irsad Prasetyo,181256161,3
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,4412594774,Gandi Tamba,268510558,1
2024-03-31,CBG010,Balikpapan,Cabang MT Haryono,8039650905,Murti Laksita,323930398,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,2128311415,Jaka Sudiati,398119460,2
2024-04-30,CBG001,Jakarta,Cabang Sudirman,8782692018,"Laras Aryani, S.Sos",393609819,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,1341158574,Almira Najmudin,478577702,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,8184475083,R. Silvia Hardiansyah,481716339,1
2024-04-30,CBG001,Jakarta,Cabang Sudirman,454569109,Jagaraga Mansur,158992639,2
2024-04-30,CBG001,Jakarta,Cabang Sudirman,4449413896,"Among Rahayu, S.Ked",304052380,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,2316604690,Saadat Halim,384912079,2
2024-04-30,CBG001,Jakarta,Cabang Sudirman,8386075797,Kartika Putra,238413125,1
2024-04-30,CBG001,Jakarta,Cabang Sudirman,867495727,T. Dono Lestari,147909813,3
2024-04-30,CBG001,Jakarta,Cabang Sudirman,5746104272,Widya Wasita,434834738,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,9118195622,Drs. Ella Sihombing,349119085,4
2024-04-30,CBG001,Jakarta,Cabang Sudirman,1442039037,Raden Puspasari,444041637,5
2024-04-30,CBG001,Jakarta,Cabang Sudirman,311945271,Yuliana Mardhiyah,176101243,3
2024-04-30,CBG001,Jakarta,Cabang Sudirman,799649371,dr. Tari Haryanti,447830182,1
2024-04-30,CBG001,Jakarta,Cabang Sudirman,1872352098,Muni Hakim,155620126,4
2024-04-30,CBG001,Jakarta,Cabang Sudirman,1091320063,Harto Purnawati,134086277,3
2024-04-30,CBG001,Jakarta,Cabang Sudirman,6632746944,Nalar Pudjiastuti,336421617,2
2024-04-30,CBG001,Jakarta,Cabang Sudirman,9465137670,Dian Purnawati,446774308,2
2024-04-30,CBG001,Jakarta,Cabang Sudirman,6112460854,Wulan Maheswara,402265564,4
2024-04-30,CBG001,Jakarta,Cabang Sudirman,8116899973,Tedi Prasetya,401503487,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,3005791073,"dr. Zaenab Mangunsong, S.Gz",407662031,5
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,5403300225,"Lanjar Simbolon, S.Pd",487251932,2
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,779887161,Ika Yuniar,234734656,2
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,2265489284,"Ilyas Mandasari, S.Psi",320694489,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,9997741275,Jaiman Nainggolan,481638476,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,4132608253,Intan Utami,247911946,2
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,2767503510,Mulyanto Waluyo,257203270,2
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,1980308941,T. Bancar Budiyanto,352880848,2
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,9775327639,"Ir. Laksana Sitorus, S.Pt",260005206,4
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,524807686,Adhiarja Nasyiah,432360294,4
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,5606319157,Ratna Kuswoyo,267560423,5
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,6770705296,Gilda Pratiwi,410208343,4
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,5849099836,R. Gatra Tampubolon,383504348,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,9243356068,"Luis Sitorus, S.T.",190933162,4
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,1857234438,Tantri Wahyuni,382476213,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,2936485839,"Darmanto Ramadan, M.Ak",340605603,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,4725750867,Hasna Wahyudin,328122212,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,9513786923,Kasim Haryanto,376014047,1
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,9197900441,Uchita Nainggolan,163221393,3
2024-04-30,CBG002,Bandung,Cabang Asia Afrika,8001185969,Cawuk Gunarto,154223624,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,5177207117,Dian Wijaya,440239188,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,1537488841,Icha Hutagalung,154622741,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,7372571277,"KH. Viman Wibisono, S.E.I",460355823,2
2024-04-30,CBG003,Surabaya,Cabang Darmo,933819128,dr. Soleh Mulyani,278101040,4
2024-04-30,CBG003,Surabaya,Cabang Darmo,427873018,Jasmani Megantara,468658825,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,8153534460,Eli Kuswoyo,447304800,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,5409019484,Hasta Zulkarnain,266228698,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,5283337657,Maimunah Susanti,345518965,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,7001598961,H. Kambali Handayani,479778908,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,3978844921,Gantar Padmasari,243755802,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,4245150728,"R. Gasti Kuswoyo, S.IP",126559266,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,5332914693,R.A. Halima Wahyuni,329355052,1
2024-04-30,CBG003,Surabaya,Cabang Darmo,2305002975,"Indah Wastuti, S.Pd",361143212,4
2024-04-30,CBG003,Surabaya,Cabang Darmo,2951529111,Titin Susanti,279808404,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,8412295908,Cawisono Maryadi,196628096,5
2024-04-30,CBG003,Surabaya,Cabang Darmo,3240158334,"Drs. Elma Wasita, S.Kom",343004657,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,5265913564,Luwar Fujiati,193071100,5
2024-04-30,CBG003,Surabaya,Cabang Darmo,3636687990,"H. Endra Sitorus, M.Ak",105815909,3
2024-04-30,CBG003,Surabaya,Cabang Darmo,8117546888,Zulaikha Waskita,448147483,4
2024-04-30,CBG003,Surabaya,Cabang Darmo,6753591653,Wawan Suwarno,418600445,5
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,497564607,Maman Wulandari,100027692,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,9038749996,Bala Melani,216634211,1
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,5274787948,Respati Puspita,158826001,5
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,9373334118,Devi Nasyiah,160013735,3
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,8522940379,Uli Rajasa,346470839,1
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,2110573723,Kawaca Aryani,130151439,3
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,6776340434,"Ir. Cawisono Prasetya, M.Ak",341810391,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,4517829636,"Jelita Irawan, S.Pt",368098908,1
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,4118439689,Farhunnisa Adriansyah,325756752,3
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,9133805061,"Ikin Najmudin, M.TI.",178999309,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,1140501389,Caket Utama,453705275,1
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,228675384,Cawuk Wacana,124127168,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,8878589415,"Okto Suryatmi, M.Ak",486402012,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,278091267,R.M. Jaka Tarihoran,432644033,1
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,5133098428,Ibun Napitupulu,463805562,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,2862479508,Rahmi Samosir,206612838,2
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,4627791478,Ciaobella Putra,278129644,4
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,1488138252,KH. Martani Sitorus,303839463,3
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,507348067,Catur Manullang,165095233,2
2024-04-30,CBG004,Medan,Cabang Gatot Subroto,1351671597,Lala Palastri,389435274,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,4113917176,Atmaja Damanik,293367711,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,634291708,Labuh Setiawan,167764770,3
2024-04-30,CBG005,Makassar,Cabang Pettarani,298868828,"Emong Napitupulu, S.Pd",228996931,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,4096286716,drg. Danuja Nugroho,369235100,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,4360746682,Tina Iswahyudi,337781245,3
2024-04-30,CBG005,Makassar,Cabang Pettarani,3161788606,Ir. Joko Prasetya,373942600,1
2024-04-30,CBG005,Makassar,Cabang Pettarani,5949617459,Kasusra Rahayu,287066920,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,6603905294,Bambang Mangunsong,154627705,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,6790463055,Puti Sabrina Pudjiastuti,339853853,3
2024-04-30,CBG005,Makassar,Cabang Pettarani,5724193283,Kusuma Waskita,498154207,2
2024-04-30,CBG005,Makassar,Cabang Pettarani,3883159652,Darijan Anggraini,168501447,4
2024-04-30,CBG005,Makassar,Cabang Pettarani,4425492750,"Dr. Kamila Handayani, S.Ked",256602693,5
2024-04-30,CBG005,Makassar,Cabang Pettarani,4544754264,Chandra Situmorang,337235685,1
2024-04-30,CBG005,Makassar,Cabang Pettarani,658380644,"Marsito Hidayanto, M.Pd",328782185,5
2024-04-30,CBG005,Makassar,Cabang Pettarani,1008039867,Dina Permadi,233177287,5
2024-04-30,CBG005,Makassar,Cabang Pettarani,5363437780,"Natalia Mandala, M.Farm",416158055,5
2024-04-30,CBG005,Makassar,Cabang Pettarani,1939156057,Prakosa Simbolon,185350638,3
2024-04-30,CBG005,Makassar,Cabang Pettarani,7337655764,Puti Tari Wijayanti,156415400,5
2024-04-30,CBG005,Makassar,Cabang Pettarani,1202336222,Dr. Nugraha Sirait,335628116,1
2024-04-30,CBG005,Makassar,Cabang Pettarani,1353654749,dr. Azalea Dabukke,437469035,2
2024-04-30,CBG006,Semarang,Cabang Pandanaran,4213716755,Patricia Winarsih,450748094,5
2024-04-30,CBG006,Semarang,Cabang Pandanaran,3278643261,"R. Nadine Maulana, M.M.",405327009,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,4969367688,Emong Winarno,158444553,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,9818168267,"R.A. Ilsa Habibi, S.Gz",493767425,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,4169877177,R. Caket Dongoran,195431060,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,15113259,Nasim Mahendra,159171423,5
2024-04-30,CBG006,Semarang,Cabang Pandanaran,3941437250,Lutfan Fujiati,439876166,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,7806111243,"Vivi Natsir, S.E.I",234743400,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,9054347310,Drs. Ami Wijayanti,435648229,4
2024-04-30,CBG006,Semarang,Cabang Pandanaran,4548223798,Cut Dalima Wijaya,247400455,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,1419228047,Laras Nuraini,216957484,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,4321157686,Zalindra Susanti,471210976,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,2912575721,Aditya Zulaika,404915483,5
2024-04-30,CBG006,Semarang,Cabang Pandanaran,6617050117,Puti Nova Pangestu,187630615,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,59267149,Nyoman Wacana,353151893,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,9760547838,Luis Handayani,323253603,4
2024-04-30,CBG006,Semarang,Cabang Pandanaran,9657356285,Salimah Nugroho,367563443,5
2024-04-30,CBG006,Semarang,Cabang Pandanaran,6011936005,Lukita Rahmawati,221655720,1
2024-04-30,CBG006,Semarang,Cabang Pandanaran,2487347321,"Dr. Laras Permata, S.Pd",247406679,3
2024-04-30,CBG006,Semarang,Cabang Pandanaran,9287714519,Maida Widodo,162645805,4
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,2310418696,Agnes Hastuti,487481903,2
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,5537624324,Puti Diah Santoso,383071058,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,1184680673,Amelia Prabowo,414792440,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,71702033,Lalita Handayani,383095788,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,6914948087,"Raina Haryanto, S.Kom",283221174,5
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,6831477810,Eva Kurniawan,360991054,5
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,1689701753,"Puti Ratih Astuti, S.I.Kom",273186659,2
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,8000756408,Harjo Maryadi,222234928,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,3445193150,"Tri Waluyo, M.M.",379040532,4
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,5598079391,Ir. Michelle Jailani,202157614,2
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,1552762352,Teguh Purwanti,310306686,2
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,3775565421,"Puti Lintang Mardhiyah, S.IP",481420582,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,2325109346,Mahdi Wasita,146352693,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,6632406056,Cemplunk Samosir,279539806,1
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,3785789437,R.A. Maimunah Oktaviani,218098282,3
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,5481369568,Asirwanda Uyainah,395707185,2
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,3762215895,Elma Sihombing,378223397,4
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,2474878224,"Tgk. Nadia Farida, S.IP",116713847,5
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,7520539040,Tgk. Rahayu Tarihoran,137421078,1
2024-04-30,CBG007,Yogyakarta,Cabang Malioboro,5078890216,Adhiarja Samosir,428901250,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,8749940528,"Uchita Yulianti, S.Ked",251650389,5
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,6455073104,"KH. Wadi Agustina, M.Pd",231174398,2
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,6743443750,"R. Paulin Nababan, M.M.",117577004,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2561030989,"Arta Melani, S.Sos",276488578,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2700150694,Oliva Saefullah,293235449,5
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,1971063474,Olga Nurdiyanti,133482416,1
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,644074807,drg. Hani Haryanti,179058294,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,8241133229,Zamira Farida,354218844,1
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,4670927589,Purwa Hutasoit,181740618,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,1412623550,Balamantri Oktaviani,197713599,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2170549315,Endah Hariyah,453681274,1
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2566847779,Rahmi Anggriawan,147079453,4
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,7334498602,Nova Saragih,180296153,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,26584613,Lega Hidayat,117320373,4
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,1016710338,Ir. Kairav Safitri,226387091,5
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,5753787208,Rahayu Mayasari,207604982,4
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,9824822944,Tgk. Siti Sihombing,170435550,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,6694996352,"Dewi Melani, M.M.",212835792,3
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2578215473,Jasmin Widiastuti,394868251,1
2024-04-30,CBG008,Denpasar,Cabang Teuku Umar,2274620136,Himawan Novitasari,127826626,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,8162551818,"Emin Wijayanti, S.E.",474397434,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,7805081055,Paulin Latupono,413386653,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,265616883,Dwi Sihombing,150623058,4
2024-04-30,CBG009,Palembang,Cabang Sudirman,5962722296,Warsa Marbun,410018385,3
2024-04-30,CBG009,Palembang,Cabang Sudirman,3324393920,Wahyu Purwanti,134214434,1
2024-04-30,CBG009,Palembang,Cabang Sudirman,5297096777,Salwa Anggriawan,412398273,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,3131107751,Jais Budiyanto,320941082,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,1440070010,Reza Melani,294472512,5
2024-04-30,CBG009,Palembang,Cabang Sudirman,5092634941,"Dagel Hidayat, S.IP",320938435,4
2024-04-30,CBG009,Palembang,Cabang Sudirman,9499954053,Kasusra Nugroho,458963954,3
2024-04-30,CBG009,Palembang,Cabang Sudirman,5453972257,Dr. Salwa Thamrin,271407769,4
2024-04-30,CBG009,Palembang,Cabang Sudirman,2588929546,Kani Wibowo,217423283,3
2024-04-30,CBG009,Palembang,Cabang Sudirman,7953038685,"Ir. Vanesa Lazuardi, S.Pd",187657584,3
2024-04-30,CBG009,Palembang,Cabang Sudirman,4316780438,"T. Galuh Simanjuntak, S.Pd",330187265,4
2024-04-30,CBG009,Palembang,Cabang Sudirman,7330930696,Agnes Halim,180617103,1
2024-04-30,CBG009,Palembang,Cabang Sudirman,3135878971,Dalima Sudiati,196033990,2
2024-04-30,CBG009,Palembang,Cabang Sudirman,2023936272,"Dasa Saefullah, S.Kom",260565758,1
2024-04-30,CBG009,Palembang,Cabang Sudirman,4659772809,Puti Nababan,452162365,3
2024-04-30,CBG009,Palembang,Cabang Sudirman,7894374014,"Sabri Sihotang, M.M.",427950447,2
2024-04-30,CBG009,Palembang,Cabang Sudirman,805027862,Budi Kurniawan,132022264,5
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,7344923013,Danuja Manullang,172036333,2
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,8903555589,Jais Zulkarnain,333298971,2
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,7173045741,R.A. Kiandra Mansur,245582163,1
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,1125505585,Raden Rahimah,196876669,5
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,7343710572,Elvin Waluyo,191007866,5
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,996754791,T. Murti Maheswara,195496866,3
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,4507861116,"Sutan Paiman Utami, S.Sos",238397530,2
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,2076811033,Enteng Uyainah,401389048,5
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,2084431394,Luis Namaga,439292287,4
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,9997528460,"R.M. Kusuma Dongoran, S.Farm",182068119,5
2024-04-30,CBG010,Balikpapan,Cabang MT Haryono,9527791223,Mila Ardianto,273072895,5
